cleaned_comment,label,clean_text,clean_text_expanded
Kasihan anakanak makan makanan yang berasal dari kontrak bisnis yang bermasalah.,0,kasihan anakanak makan makanan yang berasal dari kontrak bisnis yang bermasalah,kasihan anakanak makan makanan yang berasal dari kontrak bisnis yang bermasalah
Percayalah antara yayasan dan dapurnya sama2 gelap .. pasti diantara mereka ada kesepakatan gelap yg ga tersampaikan,0,percayalah antara yayasan dan dapurnya sama2 gelap  pasti diantara mereka ada kesepakatan gelap yg ga tersampaikan,percayalah antara yayasan dan dapurnya sama2 gelap pasti diantara mereka ada kesepakatan gelap yang tidak tersampaikan
Yayasan cuma numpang lewat pembayaran dapet berapa? Kok dibiarkan oleh BGN?,0,yayasan cuma numpang lewat pembayaran dapet berapa kok dibiarkan oleh bgn,yayasan cuma numpang lewat pembayaran dapet berapa kok dibiarkan oleh bgn
udah di prediksi diawal waktu debat pilpres sama salah satu calon dari 01. Tapiii.... ah sudah lah...,0,udah di prediksi diawal waktu debat pilpres sama salah satu calon dari 01 tapiii ah sudah lah,udah di prediksi diawal waktu debat pilpres sama salah satu calon dari 01 tapiii ah sudah lah
pernah juga ditawari tp sudah punya pengalaman buruk dengan proyek2 pemerintah.. kebanyakannya pasti bermasalah... Kalau pun invoice cair pasti butuh waktu lama. Modal tertahan lama2 hangus.,0,pernah juga ditawari tp sudah punya pengalaman buruk dengan proyek2 pemerintah kebanyakannya pasti bermasalah kalau pun invoice cair pasti butuh waktu lama modal tertahan lama2 hangus,pernah juga ditawari tp sudah punya pengalaman buruk dengan proyek2 pemerintah kebanyakannya pasti bermasalah kalau pun invoice cair pasti butuh waktu lama modal tertahan lama2 hangus
"Anggaran 15.000 sma, misal 13.000 anak sd, yg dpt kontrak dpt 2.500, sisa 10.500, belum lg dapur ambil untung lagi belum biaya gaji yg masak, transport dll, sampai ke siswa bisa tinggal 6.000, makanan bergizi nya dmn? Yg ada berita makanan basi",0,anggaran 15000 sma misal 13000 anak sd yg dpt kontrak dpt 2500 sisa 10500 belum lg dapur ambil untung lagi belum biaya gaji yg masak transport dll sampai ke siswa bisa tinggal 6000 makanan bergizi nya dmn yg ada berita makanan basi,anggaran 15000 sma misal 13000 anak sd yang dpt kontrak dpt 2500 sisa 10500 belum lg dapur ambil untung lagi belum biaya gaji yang masak transport dll sampai ke siswa bisa tinggal 6000 makanan bergizi nya dmn yang ada berita makanan basi
"Penyakit proyek pemerintah, yg selalu berulang. Kenapa ngak kontrak lsg dgn dapur. Yg menang kontrak memvendorin lg, kena potong sana sini. Jd akhirnya sampai ke siswa sisa makanan ngasal. Gile aja fee 2.500 x berapa juta porsi makanan x brp hari",0,penyakit proyek pemerintah yg selalu berulang kenapa ngak kontrak lsg dgn dapur yg menang kontrak memvendorin lg kena potong sana sini jd akhirnya sampai ke siswa sisa makanan ngasal gile aja fee 2500 x berapa juta porsi makanan x brp hari,penyakit proyek pemerintah yang selalu berulang kenapa ngak kontrak lsg dgn dapur yang menang kontrak memvendorin lg kena potong sana sini jd akhirnya sampai ke siswa sisa makanan ngasal gile aja fee 2500 x berapa juta porsi makanan x brp hari
"Spill pemilik yayasanya, pasti terafiliasi dengan pejabat politik nih",0,spill pemilik yayasanya pasti terafiliasi dengan pejabat politik nih,spill pemilik yayasanya pasti terafiliasi dengan pejabat politik nih
Kejar koruptor sampai Antartika?,0,kejar koruptor sampai antartika,kejar koruptor sampai antartika
"Prabowo orang baik, tapi saya curiga informasi luar yg negatif ditutup oleh orang2 sekitar dia, termasuk sosmed2... Sampe sekarang pernyataan2 yg dikeluarkan prabowo seperti blm mendapat update tentang keluhan2 masyarakat bawah",0,prabowo orang baik tapi saya curiga informasi luar yg negatif ditutup oleh orang2 sekitar dia termasuk sosmed2 sampe sekarang pernyataan2 yg dikeluarkan prabowo seperti blm mendapat update tentang keluhan2 masyarakat bawah,prabowo orang baik tapi saya curiga informasi luar yang negatif ditutup oleh orang2 sekitar dia termasuk sosmed2 sampe sekarang pernyataan2 yang dikeluarkan prabowo seperti blm mendapat update tentang keluhan2 masyarakat bawah
"Salah satu kerabat keluarga pernah dapat project dari salah pemerintah jg di bidang transportasi yang menghubungkan kota jakarta ke pokoknya telaah sendiri ya Projectnya sebenarny membuat kerangka busa untuk transportasi tersebut, tapi memang hebatnya ternyata banyak orang yang tidak mau ambil project tersebut. Ternyata usut punya usut kendala kemacetan pembayaran ini menjadi salah satu kendala kenapa project ini tidak ada pihak swasta yang mau ambil project tersebut. Term of payment yang bermasalah dan terkesan terus diundur itu merupakan kendala yang sepertinya sudah mengakar makanya sulit sekali mengerjakan project dari instansi berbasis negara. Sepertinya sudah mengakar kuat ya birokrasi yang rumit sehingga mempermudah ada nya komisi terhadap bagianbagian divisi yang memerlukan uang jajan sedikit untuk menghidupi keluarganya. Intinya, terimakasih untuk sharing hal ini sehingga makin banyak masyarakat yang terbutakan dengan realitas saat ini. Better uang 15 rb nya kasih emak2 dari anakanak terus dimasakin daging aja supaya anak2 senang dan juga oknumoknum tikus itu sedih karena gk dapet uang tilepan dari project berbasis pemerintah",0,salah satu kerabat keluarga pernah dapat project dari salah pemerintah jg di bidang transportasi yang menghubungkan kota jakarta ke pokoknya telaah sendiri ya projectnya sebenarny membuat kerangka busa untuk transportasi tersebut tapi memang hebatnya ternyata banyak orang yang tidak mau ambil project tersebut ternyata usut punya usut kendala kemacetan pembayaran ini menjadi salah satu kendala kenapa project ini tidak ada pihak swasta yang mau ambil project tersebut term of payment yang bermasalah dan terkesan terus diundur itu merupakan kendala yang sepertinya sudah mengakar makanya sulit sekali mengerjakan project dari instansi berbasis negara sepertinya sudah mengakar kuat ya birokrasi yang rumit sehingga mempermudah ada nya komisi terhadap bagianbagian divisi yang memerlukan uang jajan sedikit untuk menghidupi keluarganya intinya terimakasih untuk sharing hal ini sehingga makin banyak masyarakat yang terbutakan dengan realitas saat ini better uang 15 rb nya kasih emak2 dari anakanak terus dimasakin daging aja supaya anak2 senang dan juga oknumoknum tikus itu sedih karena gk dapet uang tilepan dari project berbasis pemerintah,salah satu kerabat keluarga pernah dapat project dari salah pemerintah jg di bidang transportasi yang menghubungkan kota jakarta ke pokoknya telaah sendiri ya projectnya sebenarny membuat kerangka busa untuk transportasi tersebut tapi memang hebatnya ternyata banyak orang yang tidak mau ambil project tersebut ternyata usut punya usut kendala kemacetan pembayaran ini menjadi salah satu kendala kenapa project ini tidak ada pihak swasta yang mau ambil project tersebut term of payment yang bermasalah dan terkesan terus diundur itu merupakan kendala yang sepertinya sudah mengakar makanya sulit sekali mengerjakan project dari instansi berbasis negara sepertinya sudah mengakar kuat ya birokrasi yang rumit sehingga mempermudah ada nya komisi terhadap bagianbagian divisi yang memerlukan uang jajan sedikit untuk menghidupi keluarganya intinya terimakasih untuk sharing hal ini sehingga makin banyak masyarakat yang terbutakan dengan realitas saat ini better uang 15 rb nya kasih emak2 dari anakanak terus dimasakin daging aja supaya anak2 senang dan juga oknumoknum tikus itu sedih karena gk dapet uang tilepan dari project berbasis pemerintah
"Mual melihat banyaknya koruptor di negara ini. Tujuannya pemerintah sebenarnya bagus, tapi eksekusinya ada aja yang ditilep. Sayangnya Presiden pun adalah pihak yang paling telat mendengarkan issue ini dan yang paling telat meresponse.",0,mual melihat banyaknya koruptor di negara ini tujuannya pemerintah sebenarnya bagus tapi eksekusinya ada aja yang ditilep sayangnya presiden pun adalah pihak yang paling telat mendengarkan issue ini dan yang paling telat meresponse,mual melihat banyaknya koruptor di negara ini tujuannya pemerintah sebenarnya bagus tapi eksekusinya ada aja yang ditilep sayangnya presiden pun adalah pihak yang paling telat mendengarkan issue ini dan yang paling telat meresponse
Program terlalu dipaksakan,0,program terlalu dipaksakan,program terlalu dipaksakan
"program ter bodoh sepanjang sejarah 62, Makan Bilangnya Gratis!",0,program ter bodoh sepanjang sejarah 62 makan bilangnya gratis,program ter bodoh sepanjang sejarah 62 makan bilangnya gratis
"ancur ancur, betapa gila nya oknum pemerintah tapi oknum gk abis abis sikat warga negaranya sendiri....2045 indonesia super cemass",0,ancur ancur betapa gila nya oknum pemerintah tapi oknum gk abis abis sikat warga negaranya sendiri2045 indonesia super cemass,ancur ancur betapa gila nya oknum pemerintah tapi oknum gk abis abis sikat warga negaranya sendiri2045 indonesia super cemass
"program mubazir, hanya utk bancakan kroni2nya penguasa dan org2 yg dukung waktu pilpres lalu. 15rb, gizi dari mana?? haha. Next proyek utk di garong DANANTARA Koperasi Merah Putih.",0,program mubazir hanya utk bancakan kroni2nya penguasa dan org2 yg dukung waktu pilpres lalu 15rb gizi dari mana haha next proyek utk di garong danantara koperasi merah putih,program mubazir hanya untuk bancakan kroni2nya penguasa dan org2 yang dukung waktu pilpres lalu 15rb gizi dari mana haha next proyek untuk di garong danantara koperasi merah putih
PROGRAM ASBUN,0,program asbun,program asbun
"kebanyakan tangan.. knp ga suru wilisalim aj yg kerja, toh dia ga dbyr jg seneng kok",0,kebanyakan tangan knp ga suru wilisalim aj yg kerja toh dia ga dbyr jg seneng kok,kebanyakan tangan knp tidak suru wilisalim aj yang kerja toh dia tidak dbyr jg seneng kok
"SOLUSINYA, PEMERINTAH lgsg KASIH 15RIBUSISWA ke orang tua! selesai! mo makan ga makan ya tergantung orang tua masing2 drpada dikorupsi semua lini, dari orang pusat, ke bawah, ke orang tengah, dan terakhir dikorupsi dapur krn mereka juga harus untung, mending dikorupsi oleh orang tua nya lebih baik dan bisa dipertanggung jawabkan ke yg maha kuasa",0,solusinya pemerintah lgsg kasih 15ribusiswa ke orang tua selesai mo makan ga makan ya tergantung orang tua masing2 drpada dikorupsi semua lini dari orang pusat ke bawah ke orang tengah dan terakhir dikorupsi dapur krn mereka juga harus untung mending dikorupsi oleh orang tua nya lebih baik dan bisa dipertanggung jawabkan ke yg maha kuasa,solusinya pemerintah lgsg kasih 15ribusiswa ke orang tua selesai mo makan tidak makan ya tergantung orang tua masing2 drpada dikorupsi semua lini dari orang pusat ke bawah ke orang tengah dan terakhir dikorupsi dapur karena mereka juga harus untung mending dikorupsi oleh orang tua nya lebih baik dan bisa dipertanggung jawabkan ke yang maha kuasa
"Sdh dari awal sdh menduga, ini akan jadi korupsi berjamaah yg tidak ada barang buktinya, karena barang bukti ada di septic tank.",0,sdh dari awal sdh menduga ini akan jadi korupsi berjamaah yg tidak ada barang buktinya karena barang bukti ada di septic tank,sudah dari awal sudah menduga ini akan jadi korupsi berjamaah yang tidak ada barang buktinya karena barang bukti ada di septic tank
"Klo nggk punya backing jangan ikut main dg projek pemerintah deh. Suka nggk suka ini negeri para maling. jika ada 5 orang kerja, yg 3 adalah makelar.",0,klo nggk punya backing jangan ikut main dg projek pemerintah deh suka nggk suka ini negeri para maling jika ada 5 orang kerja yg 3 adalah makelar,klo nggk punya backing jangan ikut main dg projek pemerintah deh suka nggk suka ini negeri para maling jika ada 5 orang kerja yang 3 adalah makelar
"Seperti biasa guys.... Gampang di tebak.... Tapi kalo dibilangin dia marahmarah, kita dianggap orang yang gak tau berterima kasih, orang yang menganggap makan bergizi itu gak penting... Padahal kita menolak karena udah hapal naskah dramanya bakalan seperti ini....",0,seperti biasa guys gampang di tebak tapi kalo dibilangin dia marahmarah kita dianggap orang yang gak tau berterima kasih orang yang menganggap makan bergizi itu gak penting padahal kita menolak karena udah hapal naskah dramanya bakalan seperti ini,seperti biasa guys gampang di tebak tapi kalo dibilangin dia marahmarah kita dianggap orang yang tidak tau berterima kasih orang yang menganggap makan bergizi itu tidak penting padahal kita menolak karena udah hapal naskah dramanya bakalan seperti ini
"INTINYA, YAYASAN pemegang KONTRAK, mgkgn kongkalikong pemenang tender, tanpa ada karyawan, tanpa ada tim produksi, hanya pemenang tender, dengan modal ngangkang, lalu diperaslah yg masak. pemerintah harus lgsg ke yg punya dapur, jgn ke orang tengah lagi",0,intinya yayasan pemegang kontrak mgkgn kongkalikong pemenang tender tanpa ada karyawan tanpa ada tim produksi hanya pemenang tender dengan modal ngangkang lalu diperaslah yg masak pemerintah harus lgsg ke yg punya dapur jgn ke orang tengah lagi,intinya yayasan pemegang kontrak mgkgn kongkalikong pemenang tender tanpa ada karyawan tanpa ada tim produksi hanya pemenang tender dengan modal ngangkang lalu diperaslah yang masak pemerintah harus lgsg ke yang punya dapur jgn ke orang tengah lagi
"at 2053 , I feel you, koh.",0,at 2053  i feel you koh,at 2053 i feel you koh
"Blm apaapa sdh korup, warisan generasi yg tumbuh lahir di orde baru dan lama.",0,blm apaapa sdh korup warisan generasi yg tumbuh lahir di orde baru dan lama,blm apaapa sudah korup warisan generasi yang tumbuh lahir di orde baru dan lama
Berarti itu yayasan pakai sistem buruh kerja ke mitra nya. Ada miss persepsi atau mungkin awalnya mitra dapur itu cuma iya iya aja. Inilah pentingnya agar mitra tetap dalam keadaan jernih saat membuat mou.,0,berarti itu yayasan pakai sistem buruh kerja ke mitra nya ada miss persepsi atau mungkin awalnya mitra dapur itu cuma iya iya aja inilah pentingnya agar mitra tetap dalam keadaan jernih saat membuat mou,berarti itu yayasan pakai sistem buruh kerja ke mitra nya ada miss persepsi atau mungkin awalnya mitra dapur itu cuma iya iya aja inilah pentingnya agar mitra tetap dalam keadaan jernih saat membuat mou
"MENDING SUSU KOTAK UHT GRATIS untuk anak setingkat SD, lebih mudah kontrol dan mudah dipertanggungjawabkan. Dari pada bentuk makanan, relatif susah dikontrol",0,mending susu kotak uht gratis untuk anak setingkat sd lebih mudah kontrol dan mudah dipertanggungjawabkan dari pada bentuk makanan relatif susah dikontrol,mending susu kotak uht gratis untuk anak setingkat sd lebih mudah kontrol dan mudah dipertanggungjawabkan dari pada bentuk makanan relatif susah dikontrol
Buka aja pengurus yayasan ny siapa?ada orang kuat belakang ny yg dpt upeti kah?,0,buka aja pengurus yayasan ny siapaada orang kuat belakang ny yg dpt upeti kah,buka aja pengurus yayasan ny siapaada orang kuat belakang ny yang dpt upeti kah
"sebenernya inti permasalahannya adalah oknumyang bisa dikategorikan sebagai individu masyarakat yang korup dan mengakali sistem. Ini bukan pemerintahannya, tapi kita terlalu maruk, bodoh dan memaklumi hal hal seperti ini. kesalahan pemerintah apa? memaklumi dan malah memberikan bantuan ke dapurnya. Harusnya ambil denda paksa dong dari yayasan lama tutup yayasannya langsung dan ganti rugi kerugian masyarakat dan dapurnya. yang disalahin malah pemerintah. ayo dong pemerintah kalau ada tender mulai diblasting pake buzzer, biar semua orang tau, semua orang mengawasi. Biar netizen kerja bener, ngurusin oengawasan program yang perlu diawasi. kita harus belajar dari jaman dulu belanda aja dibilang kerja paksa kerja rodi, eeeh ternyata ada duit yang nggak dibayarkan gubernur. WKWKWKWKW",0,sebenernya inti permasalahannya adalah oknumyang bisa dikategorikan sebagai individu masyarakat yang korup dan mengakali sistem ini bukan pemerintahannya tapi kita terlalu maruk bodoh dan memaklumi hal hal seperti ini kesalahan pemerintah apa memaklumi dan malah memberikan bantuan ke dapurnya harusnya ambil denda paksa dong dari yayasan lama tutup yayasannya langsung dan ganti rugi kerugian masyarakat dan dapurnya yang disalahin malah pemerintah ayo dong pemerintah kalau ada tender mulai diblasting pake buzzer biar semua orang tau semua orang mengawasi biar netizen kerja bener ngurusin oengawasan program yang perlu diawasi kita harus belajar dari jaman dulu belanda aja dibilang kerja paksa kerja rodi eeeh ternyata ada duit yang nggak dibayarkan gubernur wkwkwkwkw,sebenernya inti permasalahannya adalah oknumyang bisa dikategorikan sebagai individu masyarakat yang korup dan mengakali sistem ini bukan pemerintahannya tapi kita terlalu maruk bodoh dan memaklumi hal hal seperti ini kesalahan pemerintah apa memaklumi dan malah memberikan bantuan ke dapurnya harusnya ambil denda paksa dong dari yayasan lama tutup yayasannya langsung dan ganti rugi kerugian masyarakat dan dapurnya yang disalahin malah pemerintah ayo dong pemerintah kalau ada tender mulai diblasting pake buzzer biar semua orang tau semua orang mengawasi biar netizen kerja bener ngurusin oengawasan program yang perlu diawasi kita harus belajar dari jaman dulu belanda aja dibilang kerja paksa kerja rodi eeeh ternyata ada duit yang nggak dibayarkan gubernur wkwkwkwkw
